Id,Price
725,158840.15985991023
15856,231626.97597620415
5480,265437.3355709863
15664,331644.39949123334
14275,150002.57905251253
7633,209324.10393181155
13329,169519.48321801488
5502,230980.75194305833
4220,298781.4277070539
11538,211198.7527950203
15975,272708.518725604
3310,217112.7891725243
9286,147798.14424888868
11260,195294.1993070152
5214,105789.68859553529
11307,178327.8651531597
13543,389371.37233605725
615,190345.22587461004
3495,226892.88761502036
2321,240687.11411732415
12046,200098.5879694422
16688,146025.72466635137
12694,232142.54995902453
783,150977.9628953848
8968,168490.0382899069
13454,172615.8052627951
12190,267023.7533338857
11160,109497.57473113689
10291,199592.34079711084
891,288791.3688296265
2982,177950.50017057234
3818,271325.9196065853
2449,196960.65618823067
8317,168869.85270406216
4922,186230.27972632082
1257,243496.7888188868
9348,243664.25265345917
4176,173262.84297358035
10704,160296.0216379327
6624,112908.93784598245
5428,186528.68160464082
12749,184516.83756010674
8994,220034.54667462973
11513,144629.13375789113
3047,172203.82853742965
9519,194752.0363316054
12309,244088.2995668357
14081,258852.37985160446
8334,259489.0379831346
6343,186635.26165183945
14788,133760.51955081674
15748,478145.46461194084
153,244342.60015670676
14149,176197.60953336104
269,186296.72944812442
5452,130697.9480189734
721,168627.81412633654
5079,309098.5902857154
2831,114195.08086201426
10614,113424.52331056962
10131,310391.73217262345
9996,301919.93813138426
3061,195699.54516540453
11733,308954.39800314227
3726,222950.42001957842
10929,228363.4286107129
9011,361012.9623080277
16182,264204.6467850771
4976,167099.9740126188
9897,226361.05808431352
1872,148518.7435750309
9205,426341.2498634884
5403,390203.8775459001
14074,219398.59614113154
6268,150533.00036386467
14232,161597.2260470135
8532,218692.05453584608
7034,334226.61973750044
6553,457261.8574443118
3133,172882.9199759726
8596,192825.00380799273
12389,260787.71865141715
14462,175598.7200040169
8860,354008.1037948288
8377,277176.2874734814
6367,353213.23303364456
6917,242905.86150056237
4216,195691.1328521534
5806,165112.27660333365
5438,185485.65230590603
6632,203478.5420660879
2650,151697.57603343832
5396,186392.58601341414
4044,154582.36008807574
1345,245639.83879326997
856,177764.5131116428
12791,275648.9217342192
12499,214242.6902301279
12249,128153.64965716143
14641,138866.86059488318
1919,166931.36718573276
7848,191205.4741393049
10749,182141.54121426708
15554,175237.0009192671
15834,226622.02406251998
1355,130202.27612774985
15451,175479.78155564793
12401,216602.39454622392
10290,162763.34726880593
9462,119990.65912375126
3103,230365.69995022373
3420,144616.37297997883
12262,237582.46383748495
5032,133753.29283219384
8949,308273.5000215662
15567,239474.51185589217
16389,163082.67374072957
7809,85878.51762569153
8990,149103.80288125118
16089,264269.3636695348
12743,100736.88501212138
5132,119744.40448853662
1619,257961.41380871972
2428,88766.3962868375
16741,154073.30016808692
13193,210663.72327663781
12588,526517.4163210103
5067,168900.93833235576
14685,122784.99897599635
2292,170393.7168126116
5746,124019.75677592776
12578,160003.4384318274
14834,168166.11467936457
2147,171529.40621629052
8222,129438.62286447862
10419,269957.0741928607
11492,210769.13687337178
3006,221534.2780437666
8761,191330.97175083432
15371,281712.917265699
16367,161840.15523773184
6317,275415.06401272427
10878,282307.3072762636
3895,157984.31347500533
8041,139430.11113087524
13428,470631.97012282885
14669,154881.04196601137
1006,178072.8296634856
12271,180824.39443845677
3764,345842.23913716496
7675,189650.44043606642
11709,282368.27525914053
8629,148184.30178137816
1105,305552.4891547858
6096,190486.40645571894
11727,218540.37344154858
5157,184219.84596027486
3679,138271.71254606763
1755,136558.7052324159
7391,188186.9594050389
7425,101541.19701462805
6882,383637.76171147166
10752,387425.1788165745
7472,219161.46438898044
14320,97647.73337734507
9596,163031.42200540696
5317,224721.88679834534
7378,88270.33909102879
16154,183851.8829862966
3464,189710.83024486867
4197,236447.17349113978
9477,117156.74234777098
12705,199566.40444967282
16426,213278.30810590883
1481,67278.55792503049
9946,250351.80022182956
12025,226418.52794177528
5341,219994.70041012389
9923,275916.4124802468
7953,191414.75405137677
11066,267904.6958114516
5037,168183.71636723555
2509,191532.2833141369
4937,322068.9433210849
12089,396234.64938490407
4964,178655.10308896902
16500,271184.0783586886
4625,144382.39214672265
2363,437646.12456182955
8148,195481.53596182173
3804,191517.04269518994
4584,153327.5876051187
10694,107795.2419153459
2691,166918.53076238756
2983,209381.06026335893
13563,340807.40221966483
10747,213755.19197144196
1721,194494.72076488088
2789,282474.2984866648
7214,256961.44361910157
8659,202417.90434724637
5107,299364.99996127875
3843,216888.31730003867
14610,410491.8931924697
15505,166441.75747642608
5060,265123.84340376727
16055,237356.89819166268
14963,218783.4350209925
4118,147361.57861346164
1672,219215.28040180792
3209,174333.9689431434
16515,149034.11686952776
973,175162.13634285002
12529,181439.21462321945
5896,115759.04007580316
5450,217252.39200229145
3249,172768.1001432185
8911,177257.07171903717
5898,203141.46850592206
1024,177472.99936282076
4766,215393.07734933143
